id,language,transcript,speech_pitch,speech_energy,mel_mean,mel_std,embedding_dim1,embedding_dim2,emotion
2453,English,You are making good progress.,228.76,0.4,0.25,0.11,0.43,0.26,Joy
2454,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,228.43,0.56,0.24,0.11,0.32,0.25,Joy
2455,French,Comment vous sentez-vous aujourd'hui?,160.35,0.75,0.39,0.15,0.42,0.22,Surprise
2456,English,How are you feeling today?,168.08,0.45,0.23,0.09,0.43,0.27,Fear
2457,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,200.85,0.66,0.32,0.09,0.47,0.26,Surprise
2458,Spanish,Déjeme ajustar su almohada para mayor comodidad.,156.17,0.68,0.29,0.14,0.41,0.22,Fear
2459,English,You seem more relaxed today.,209.01,0.68,0.22,0.1,0.41,0.19,Fear
2460,Spanish,Por favor respire profundamente.,182.98,0.48,0.31,0.13,0.55,0.18,Neutral
2461,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,211.91,0.63,0.23,0.13,0.6,0.16,Joy
2462,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,227.37,0.49,0.24,0.14,0.57,0.17,Fear
2463,English,You are making good progress.,237.45,0.46,0.34,0.09,0.54,0.23,Anger
2464,Spanish,Vamos a comenzar la terapia.,243.84,0.76,0.21,0.14,0.49,0.18,Sadness
2465,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,179.11,0.71,0.26,0.15,0.49,0.22,Neutral
2466,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,246.86,0.43,0.38,0.1,0.32,0.19,Joy
2467,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,238.99,0.47,0.28,0.1,0.48,0.29,Surprise
2468,Hindi,क्या आपको कोई दर्द है?,177.13,0.63,0.37,0.12,0.43,0.27,Sadness
2469,French,Veuillez respirer profondément.,190.07,0.69,0.36,0.12,0.45,0.29,Surprise
2470,English,Let me adjust your pillow for comfort.,167.34,0.66,0.29,0.1,0.32,0.16,Neutral
2471,Mandarin,你的康复进展很好。,209.91,0.56,0.36,0.11,0.5,0.24,Anger
2472,Spanish,¿Puede mover el brazo lentamente?,207.59,0.77,0.33,0.15,0.55,0.28,Sadness
2473,Mandarin,你可以慢慢移动手臂吗？,246.58,0.58,0.25,0.13,0.46,0.23,Surprise
2474,English,Can you move your arm slowly?,173.19,0.66,0.23,0.13,0.39,0.18,Anger
2475,Hindi,मैं आपका तकिया सही कर देता हूँ।,151.79,0.65,0.37,0.14,0.43,0.21,Sadness
2476,Spanish,Voy a registrar su presión arterial.,150.12,0.55,0.35,0.12,0.47,0.26,Anger
2477,Spanish,Está progresando bien.,244.29,0.79,0.31,0.09,0.54,0.19,Joy
2478,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,243.96,0.63,0.22,0.1,0.6,0.16,Anger
2479,Mandarin,你的康复进展很好。,243.16,0.51,0.4,0.14,0.45,0.17,Fear
2480,English,You seem more relaxed today.,201.03,0.61,0.24,0.11,0.32,0.16,Fear
2481,Spanish,Parece más relajado hoy.,215.07,0.77,0.22,0.11,0.56,0.28,Sadness
2482,English,I will record your blood pressure now.,198.03,0.73,0.32,0.11,0.39,0.28,Neutral
2483,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,185.29,0.47,0.39,0.14,0.3,0.17,Neutral
2484,Spanish,¿Se siente más relajado ahora?,237.31,0.5,0.33,0.1,0.49,0.24,Surprise
2485,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,220.07,0.48,0.25,0.13,0.6,0.17,Anger
2486,Hindi,क्या आपको कोई दर्द है?,167.26,0.67,0.24,0.14,0.53,0.21,Surprise
2487,French,Essayons quelques exercices d'étirement.,192.45,0.68,0.2,0.09,0.31,0.29,Fear
2488,Mandarin,你今天感觉如何？,166.28,0.44,0.27,0.14,0.34,0.2,Surprise
2489,English,I will record your blood pressure now.,248.49,0.71,0.37,0.1,0.32,0.17,Surprise
2490,Mandarin,你的康复进展很好。,190.0,0.7,0.33,0.1,0.5,0.21,Anger
2491,French,Veuillez respirer profondément.,209.56,0.71,0.34,0.08,0.39,0.2,Neutral
2492,French,Comment vous sentez-vous aujourd'hui?,223.83,0.5,0.27,0.08,0.33,0.29,Joy
2493,Spanish,¿Puede mover el brazo lentamente?,239.17,0.76,0.22,0.1,0.51,0.3,Joy
2494,English,Let me adjust your pillow for comfort.,169.56,0.72,0.28,0.14,0.34,0.21,Fear
2495,English,Please take a deep breath.,217.22,0.49,0.35,0.15,0.47,0.21,Anger
2496,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,190.47,0.53,0.35,0.09,0.45,0.23,Neutral
2497,English,How are you feeling today?,181.92,0.63,0.25,0.09,0.48,0.24,Neutral
2498,Spanish,¿Tiene algún dolor?,201.57,0.68,0.29,0.12,0.35,0.18,Surprise
2499,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,159.2,0.58,0.32,0.12,0.58,0.22,Anger
2500,Mandarin,你可以慢慢移动手臂吗？,248.69,0.7,0.38,0.09,0.31,0.15,Neutral
2501,Mandarin,你今天感觉如何？,160.1,0.74,0.36,0.09,0.38,0.2,Anger
2502,Spanish,Déjeme ajustar su almohada para mayor comodidad.,154.06,0.73,0.27,0.14,0.49,0.15,Neutral
2503,Spanish,¿Se siente más relajado ahora?,195.11,0.6,0.33,0.09,0.57,0.16,Joy
2504,Hindi,हम आपकी थेरेपी शुरू करेंगे।,203.74,0.74,0.35,0.11,0.55,0.15,Surprise
2505,English,Let me adjust your pillow for comfort.,223.62,0.55,0.29,0.08,0.54,0.25,Joy
2506,Spanish,¿Tiene algún dolor?,197.89,0.71,0.39,0.13,0.34,0.2,Anger
2507,Spanish,¿Se siente más relajado ahora?,201.19,0.52,0.23,0.1,0.48,0.24,Sadness
2508,English,You seem more relaxed today.,171.99,0.74,0.29,0.13,0.52,0.18,Surprise
2509,French,Laissez-moi ajuster votre oreiller pour plus de confort.,205.07,0.5,0.21,0.13,0.59,0.16,Anger
2510,Hindi,क्या आपको कोई दर्द है?,197.07,0.58,0.33,0.13,0.36,0.24,Fear
2511,French,Ressentez-vous de la douleur?,156.8,0.69,0.36,0.12,0.45,0.29,Surprise
2512,Spanish,¿Puede mover el brazo lentamente?,239.01,0.8,0.21,0.08,0.37,0.16,Neutral
2513,English,Let me adjust your pillow for comfort.,197.15,0.54,0.23,0.12,0.43,0.2,Surprise
2514,Hindi,कृपया गहरी साँस लें।,228.53,0.64,0.23,0.13,0.51,0.16,Sadness
2515,Spanish,Está progresando bien.,229.85,0.49,0.22,0.12,0.41,0.22,Fear
2516,French,Nous allons commencer la séance.,177.59,0.55,0.38,0.11,0.47,0.29,Surprise
2517,Spanish,Vamos a comenzar la terapia.,210.58,0.45,0.33,0.11,0.42,0.2,Neutral
2518,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,186.34,0.64,0.3,0.11,0.59,0.22,Fear
2519,Mandarin,我们来做一些伸展运动。,216.89,0.79,0.23,0.09,0.44,0.23,Anger
2520,Mandarin,让我帮你调整枕头。,198.49,0.79,0.22,0.1,0.35,0.18,Fear
2521,Mandarin,让我帮你调整枕头。,238.99,0.6,0.33,0.11,0.53,0.2,Neutral
2522,French,Ressentez-vous de la douleur?,168.46,0.63,0.36,0.08,0.38,0.29,Fear
2523,Mandarin,我现在记录你的血压。,247.77,0.75,0.23,0.11,0.45,0.27,Anger
2524,Mandarin,你今天看起来更放松。,174.02,0.71,0.33,0.11,0.31,0.25,Joy
2525,English,You seem more relaxed today.,185.88,0.45,0.37,0.09,0.59,0.16,Joy
2526,Mandarin,你有疼痛吗？,237.4,0.66,0.28,0.14,0.31,0.29,Surprise
2527,French,Pouvez-vous bouger le bras lentement?,208.39,0.58,0.2,0.09,0.49,0.22,Sadness
2528,Mandarin,你可以慢慢移动手臂吗？,244.13,0.42,0.34,0.1,0.42,0.24,Neutral
2529,Mandarin,我现在记录你的血压。,216.27,0.54,0.36,0.12,0.33,0.29,Neutral
2530,Hindi,आप अच्छी प्रगति कर रहे हैं।,169.57,0.6,0.27,0.14,0.59,0.19,Fear
2531,Spanish,¿Tiene algún dolor?,228.58,0.65,0.37,0.13,0.42,0.22,Surprise
2532,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,223.44,0.78,0.2,0.12,0.51,0.25,Neutral
2533,Spanish,¿Puede mover el brazo lentamente?,219.57,0.61,0.22,0.13,0.4,0.26,Surprise
2534,French,Ressentez-vous de la douleur?,234.77,0.75,0.29,0.14,0.52,0.22,Sadness
2535,Mandarin,我们来做一些伸展运动。,159.14,0.56,0.27,0.1,0.46,0.15,Anger
2536,French,Ressentez-vous de la douleur?,246.17,0.63,0.28,0.12,0.4,0.21,Fear
2537,English,Please take a deep breath.,229.99,0.64,0.37,0.09,0.46,0.28,Sadness
2538,Spanish,Parece más relajado hoy.,231.16,0.7,0.23,0.1,0.52,0.23,Sadness
2539,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,230.15,0.53,0.28,0.14,0.41,0.28,Neutral
2540,Mandarin,我们现在开始治疗。,188.58,0.46,0.36,0.1,0.59,0.27,Neutral
2541,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,189.33,0.51,0.29,0.11,0.38,0.17,Fear
2542,French,Veuillez respirer profondément.,228.35,0.73,0.27,0.15,0.56,0.25,Fear
2543,Spanish,¿Se siente más relajado ahora?,223.11,0.54,0.32,0.12,0.47,0.22,Neutral
2544,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,209.24,0.67,0.23,0.13,0.44,0.26,Joy
2545,Spanish,Está progresando bien.,177.6,0.44,0.25,0.14,0.55,0.16,Fear
2546,English,You are making good progress.,227.31,0.6,0.26,0.1,0.49,0.24,Surprise
2547,Hindi,कृपया गहरी साँस लें।,176.8,0.49,0.27,0.12,0.37,0.2,Surprise
2548,English,You seem more relaxed today.,207.96,0.53,0.39,0.14,0.49,0.16,Neutral
2549,Mandarin,让我帮你调整枕头。,158.55,0.67,0.23,0.13,0.5,0.17,Neutral
2550,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,166.84,0.69,0.39,0.1,0.49,0.26,Surprise
2551,Mandarin,你今天看起来更放松。,178.68,0.78,0.28,0.09,0.55,0.26,Surprise
2552,French,Vous semblez plus détendu aujourd'hui.,246.81,0.69,0.27,0.14,0.32,0.21,Surprise
2553,French,Pouvez-vous bouger le bras lentement?,203.59,0.61,0.2,0.1,0.53,0.19,Neutral
2554,English,I will record your blood pressure now.,156.49,0.76,0.32,0.15,0.3,0.27,Neutral
2555,French,Laissez-moi ajuster votre oreiller pour plus de confort.,164.39,0.44,0.33,0.09,0.56,0.23,Surprise
2556,Mandarin,我们来做一些伸展运动。,230.92,0.49,0.24,0.14,0.54,0.23,Fear
2557,French,Essayons quelques exercices d'étirement.,171.4,0.65,0.27,0.1,0.43,0.21,Anger
2558,Hindi,हम आपकी थेरेपी शुरू करेंगे।,249.58,0.63,0.22,0.12,0.46,0.23,Joy
2559,English,I will record your blood pressure now.,173.01,0.56,0.22,0.15,0.56,0.24,Sadness
2560,Spanish,Voy a registrar su presión arterial.,173.61,0.52,0.28,0.13,0.39,0.3,Fear
2561,English,Let me adjust your pillow for comfort.,198.63,0.49,0.24,0.13,0.45,0.24,Sadness
2562,French,Comment vous sentez-vous aujourd'hui?,192.69,0.46,0.37,0.14,0.36,0.21,Sadness
2563,French,Je vais enregistrer votre tension artérielle.,226.97,0.77,0.33,0.14,0.33,0.16,Neutral
2564,Spanish,Está progresando bien.,187.46,0.61,0.29,0.09,0.5,0.21,Sadness
2565,Hindi,क्या आपको कोई दर्द है?,237.07,0.53,0.35,0.1,0.6,0.2,Anger
2566,French,Comment vous sentez-vous aujourd'hui?,188.91,0.76,0.2,0.15,0.59,0.16,Anger
2567,Spanish,¿Puede mover el brazo lentamente?,176.76,0.42,0.38,0.15,0.51,0.21,Surprise
2568,French,Nous allons commencer la séance.,230.42,0.48,0.3,0.12,0.37,0.19,Joy
2569,Hindi,कृपया गहरी साँस लें।,165.5,0.44,0.25,0.12,0.31,0.18,Neutral
2570,Hindi,आप अच्छी प्रगति कर रहे हैं।,200.08,0.59,0.22,0.09,0.58,0.19,Neutral
2571,Spanish,Déjeme ajustar su almohada para mayor comodidad.,215.48,0.79,0.39,0.14,0.36,0.2,Sadness
2572,Mandarin,请深呼吸。,191.13,0.64,0.39,0.09,0.47,0.28,Sadness
2573,English,You seem more relaxed today.,159.82,0.61,0.4,0.1,0.56,0.27,Sadness
2574,English,Can you move your arm slowly?,246.2,0.46,0.36,0.14,0.52,0.15,Sadness
2575,French,Je vais enregistrer votre tension artérielle.,228.4,0.61,0.36,0.11,0.4,0.24,Surprise
2576,Mandarin,请深呼吸。,166.16,0.51,0.25,0.15,0.32,0.24,Sadness
2577,English,Can you move your arm slowly?,201.31,0.58,0.22,0.08,0.54,0.15,Fear
2578,English,You are making good progress.,192.99,0.68,0.39,0.08,0.53,0.25,Anger
2579,Spanish,Por favor respire profundamente.,234.56,0.43,0.3,0.13,0.47,0.22,Joy
2580,English,How are you feeling today?,198.91,0.59,0.21,0.12,0.34,0.2,Sadness
2581,Spanish,¿Se siente más relajado ahora?,221.68,0.73,0.22,0.14,0.41,0.25,Surprise
2582,Spanish,¿Tiene algún dolor?,195.83,0.79,0.39,0.1,0.49,0.27,Anger
2583,French,Laissez-moi ajuster votre oreiller pour plus de confort.,234.02,0.58,0.23,0.09,0.4,0.18,Sadness
2584,English,You seem more relaxed today.,169.56,0.71,0.37,0.09,0.49,0.23,Fear
2585,Hindi,हम आपकी थेरेपी शुरू करेंगे।,181.65,0.69,0.21,0.09,0.56,0.16,Surprise
2586,Spanish,Vamos a comenzar la terapia.,206.22,0.71,0.29,0.11,0.35,0.17,Surprise
2587,English,Let's try a few stretching exercises.,195.96,0.58,0.24,0.14,0.54,0.16,Fear
2588,Mandarin,你今天看起来更放松。,180.82,0.4,0.2,0.08,0.57,0.17,Fear
2589,Spanish,¿Se siente más relajado ahora?,183.38,0.68,0.24,0.09,0.35,0.19,Anger
2590,Mandarin,你可以慢慢移动手臂吗？,193.23,0.43,0.31,0.15,0.56,0.23,Joy
2591,French,Vous semblez plus détendu aujourd'hui.,187.76,0.41,0.38,0.13,0.46,0.2,Joy
2592,Hindi,आप अच्छी प्रगति कर रहे हैं।,168.17,0.53,0.2,0.12,0.49,0.27,Surprise
2593,Spanish,Por favor respire profundamente.,152.87,0.47,0.22,0.09,0.35,0.18,Surprise
2594,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,234.96,0.59,0.34,0.08,0.33,0.2,Fear
2595,French,Laissez-moi ajuster votre oreiller pour plus de confort.,227.84,0.53,0.39,0.09,0.47,0.19,Anger
2596,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,170.83,0.41,0.31,0.11,0.32,0.24,Neutral
2597,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,172.17,0.42,0.23,0.12,0.44,0.15,Anger
2598,English,You seem more relaxed today.,222.17,0.46,0.21,0.11,0.44,0.3,Anger
2599,Mandarin,你今天感觉如何？,214.5,0.79,0.36,0.14,0.46,0.25,Anger
2600,French,Nous allons commencer la séance.,179.06,0.5,0.22,0.13,0.58,0.19,Sadness
2601,Mandarin,你今天感觉如何？,230.37,0.49,0.39,0.14,0.57,0.29,Surprise
2602,French,Essayons quelques exercices d'étirement.,177.62,0.5,0.24,0.14,0.55,0.27,Joy
2603,English,Let me adjust your pillow for comfort.,199.65,0.75,0.36,0.13,0.37,0.19,Sadness
2604,Mandarin,让我帮你调整枕头。,233.71,0.5,0.33,0.09,0.48,0.19,Surprise
2605,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,244.7,0.7,0.32,0.12,0.46,0.19,Anger
2606,Mandarin,你今天感觉如何？,195.83,0.56,0.36,0.12,0.46,0.2,Fear
2607,Mandarin,你的康复进展很好。,236.17,0.61,0.22,0.1,0.4,0.15,Sadness
2608,Spanish,¿Puede mover el brazo lentamente?,208.04,0.49,0.29,0.13,0.53,0.29,Fear
2609,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,201.66,0.51,0.39,0.14,0.33,0.25,Anger
2610,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,240.05,0.49,0.36,0.14,0.49,0.27,Neutral
2611,French,Ressentez-vous de la douleur?,164.24,0.7,0.29,0.13,0.49,0.27,Fear
2612,Spanish,Por favor respire profundamente.,195.94,0.79,0.21,0.11,0.54,0.18,Sadness
2613,Mandarin,让我帮你调整枕头。,178.13,0.52,0.22,0.09,0.39,0.24,Anger
2614,Mandarin,你可以慢慢移动手臂吗？,228.25,0.49,0.27,0.1,0.32,0.16,Neutral
2615,Spanish,Está progresando bien.,230.88,0.45,0.35,0.11,0.45,0.17,Neutral
2616,French,Pouvez-vous bouger le bras lentement?,170.84,0.62,0.25,0.1,0.51,0.22,Anger
2617,English,You seem more relaxed today.,194.28,0.48,0.35,0.1,0.45,0.21,Joy
2618,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,223.86,0.73,0.2,0.1,0.36,0.28,Joy
2619,Hindi,आप अच्छी प्रगति कर रहे हैं।,233.41,0.52,0.26,0.12,0.31,0.23,Fear
2620,Mandarin,你今天感觉如何？,164.28,0.65,0.24,0.08,0.35,0.16,Sadness
2621,English,We will start your therapy now.,207.4,0.79,0.22,0.1,0.59,0.15,Surprise
2622,French,Veuillez respirer profondément.,197.67,0.67,0.25,0.12,0.53,0.24,Sadness
2623,French,Pouvez-vous bouger le bras lentement?,222.49,0.6,0.26,0.14,0.34,0.19,Sadness
2624,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,185.61,0.6,0.32,0.13,0.35,0.21,Neutral
2625,English,Let's try a few stretching exercises.,246.77,0.67,0.24,0.09,0.3,0.16,Sadness
2626,Spanish,Voy a registrar su presión arterial.,199.1,0.62,0.27,0.13,0.51,0.25,Surprise
2627,Spanish,¿Puede mover el brazo lentamente?,165.67,0.78,0.39,0.09,0.51,0.26,Joy
2628,Spanish,Está progresando bien.,151.39,0.42,0.22,0.13,0.53,0.29,Joy
2629,English,Do you feel any pain?,241.25,0.72,0.31,0.1,0.46,0.18,Neutral
2630,Hindi,आप अच्छी प्रगति कर रहे हैं।,155.95,0.52,0.22,0.12,0.34,0.23,Anger
2631,French,Je vais enregistrer votre tension artérielle.,194.31,0.52,0.39,0.09,0.52,0.29,Neutral
2632,English,Let me adjust your pillow for comfort.,167.24,0.52,0.28,0.13,0.39,0.21,Joy
2633,French,Vous semblez plus détendu aujourd'hui.,198.85,0.71,0.22,0.1,0.42,0.19,Neutral
2634,Mandarin,你的康复进展很好。,218.99,0.56,0.33,0.09,0.35,0.23,Neutral
2635,English,You are making good progress.,172.96,0.47,0.33,0.15,0.54,0.18,Fear
2636,English,You seem more relaxed today.,249.35,0.76,0.25,0.1,0.52,0.19,Anger
2637,English,Let's try a few stretching exercises.,233.62,0.41,0.31,0.09,0.58,0.28,Neutral
2638,Mandarin,你有疼痛吗？,210.88,0.79,0.34,0.15,0.57,0.22,Joy
2639,Mandarin,你可以慢慢移动手臂吗？,243.42,0.42,0.34,0.12,0.46,0.17,Surprise
2640,French,Ressentez-vous de la douleur?,231.27,0.53,0.28,0.09,0.35,0.23,Joy
2641,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,247.16,0.52,0.37,0.12,0.37,0.28,Neutral
2642,Mandarin,你可以慢慢移动手臂吗？,243.73,0.59,0.29,0.13,0.55,0.21,Joy
2643,Spanish,Parece más relajado hoy.,216.47,0.52,0.31,0.15,0.3,0.22,Anger
2644,English,Do you feel any pain?,169.4,0.73,0.38,0.13,0.46,0.19,Joy
2645,Hindi,हम आपकी थेरेपी शुरू करेंगे।,164.73,0.51,0.23,0.09,0.55,0.22,Neutral
2646,English,Can you move your arm slowly?,235.35,0.6,0.33,0.11,0.49,0.19,Joy
2647,English,Can you move your arm slowly?,206.14,0.55,0.3,0.08,0.52,0.3,Sadness
2648,English,Do you feel any pain?,200.76,0.51,0.22,0.09,0.41,0.19,Surprise
2649,Spanish,Vamos a comenzar la terapia.,240.21,0.67,0.26,0.09,0.58,0.23,Surprise
2650,Hindi,मैं आपका तकिया सही कर देता हूँ।,187.3,0.5,0.29,0.1,0.33,0.29,Fear
2651,French,Vous progressez bien.,154.74,0.74,0.25,0.09,0.31,0.24,Sadness
2652,Spanish,¿Puede mover el brazo lentamente?,227.89,0.4,0.33,0.12,0.41,0.29,Sadness
2653,Mandarin,你今天感觉如何？,154.56,0.56,0.35,0.14,0.55,0.27,Sadness
2654,Hindi,कृपया गहरी साँस लें।,249.17,0.73,0.3,0.1,0.57,0.15,Surprise
2655,English,You seem more relaxed today.,200.5,0.59,0.3,0.14,0.44,0.29,Anger
2656,French,Je vais enregistrer votre tension artérielle.,239.61,0.43,0.29,0.15,0.57,0.23,Surprise
2657,Mandarin,你有疼痛吗？,244.85,0.45,0.2,0.12,0.35,0.19,Anger
2658,Mandarin,你的康复进展很好。,224.34,0.43,0.34,0.09,0.39,0.15,Fear
2659,Spanish,Vamos a comenzar la terapia.,207.08,0.65,0.23,0.09,0.53,0.24,Fear
2660,French,Vous progressez bien.,168.08,0.78,0.26,0.1,0.42,0.18,Sadness
2661,French,Vous progressez bien.,185.5,0.62,0.35,0.14,0.31,0.23,Fear
2662,Spanish,¿Se siente más relajado ahora?,232.96,0.55,0.37,0.12,0.57,0.22,Surprise
2663,English,Please take a deep breath.,180.19,0.49,0.31,0.13,0.58,0.27,Sadness
